일자,KRX_300 금융 종가,KRX_300 정보기술 종가,KRX_유틸리티 종가,KRX_정보기술 종가,KRX_미디어&엔터테인먼트 종가,KRX_필수소비재 종가,KRX_경기소비재 종가,KRX_운송 종가,KRX_보험 종가,KRX_기계장비 종가,KRX_증권 종가,KRX_건설 종가,KRX_방송통신 종가,KRX_철강 종가,KRX_에너지화학 종가,KRX_은행 종가,KRX_헬스케어 종가,KRX_반도체 종가,KRX_자동차 종가,KRX 300 필수소비재 종가,KRX_300 소재 종가,KRX_300 커뮤니케이션서비스 종가,KRX_300 헬스케어 종가,KRX_300 산업재 종가,KRX_300 자유소비재 종가,코스피_중형주 종가,코스피_대형주 종가,코스피_제조업 종가,코스피_서비스업 종가,코스피_보험 종가,코스피_증권 종가,코스피_금융업 종가,코스피_통신업 종가,코스피_운수창고업 종가,코스피_건설업 종가,코스피_전기가스업 종가,코스피_유통업 종가,코스피_운수장비 종가,코스피_의료정밀 종가,코스피_전기전자 종가,코스피_기계 종가,코스피_철강금속 종가,코스피_비금속광물 종가,코스피_의약품 종가,코스피_화학 종가,코스피_종이목재 종가,코스피_섬유의복 종가,코스피_음식료품 종가,코스피_200 헬스케어 종가,코스피_200 산업재 종가,코스피 200 경기소비재 종가,코스피_200 생활소비재 종가,코스피_200 금융 종가,코스피_200 정보기술 종가,코스피_200 에너지화학 종가,코스피_200 철강소재 종가,코스피_200 중공업 종가,코스피_200 건설 종가,코스피 200 커뮤니케이션서비스 종가,코스피200제외 코스피지수 종가,코스피 200 초대형제외 지수 종가,코스피_200 중소형주 종가,코스피 200 TOP 10 종가,코스피 200 비중상한 20% 종가,코스피_200 비중상한 25% 종가,코스피_200 비중상한 30% 종가,코스피_소형주 종가,kosdaq_기술성장 종가,kosdaq_중견기업부 종가,kosdaq_벤처기업 종가,kosdaq_우량기업 종가,kosdaq_소형주 종가,kosdaq_중형주 종가,kosdaq_대형주 종가,kosdaq_IT부품 종가,kosdaq_반도체 종가,kosdaq_정보기기 종가,kosdaq_통신장비 종가,kosdaq_컴퓨터서비스 종가,kosdaq_소프트웨어 종가,kosdaq_디지털컨텐츠 종가,kosdaq_인터넷 종가,kosdaq_방송서비스 종가,kosdaq_통신서비스 종가,kosdaq_기타제조 종가,kosdaq_운송장비부품 종가,kosdaq_의료정밀기기 종가,kosdaq_일반전기전자 종가,kosdaq_기계장비 종가,kosdaq_금속 종가,kosdaq_비금속 종가,kosdaq_제약 종가,kosdaq_화학 종가,kosdaq_출판매체복제 종가,kosdaq_종이목재 종가,kosdaq_섬유의류 종가,kosdaq_음식료담배 종가,kosdaq_IT_HW 종가,kosdaq_IT_SW 종가,kosdaq_통신방송서비스 종가,kosdaq_오락문화 종가,kosdaq_금융 종가,kosdaq_운송 종가,kosdaq_유통 종가,kosdaq_건설 종가,kosdaq_제조업 종가,kosdaq_IT 종가,kosdaq_기타서비스 종가,kosdaq_자유소비재 종가,kosdaq_필수소비재 종가,kosdaq_산업재 종가,kosdaq_소재 종가,kosdaq_커뮤니케이션서비스 종가,kosdaq_헬스케어 종가,kosdaq_정보기술 종가
2022-07-01,741.57,2069.1,934.36,1291.11,2117.53,1283.72,1065.07,1092.7,1310.13,556.19,589.59,557.42,789.57,1448.16,2963.18,630.38,2810.41,2717.24,1776.07,1260.21,1346.3,1658.85,2439.29,625.0,1364.45,2731.88,2261.44,5833.87,1247.88,13424.62,1610.44,348.67,414.48,1851.4,96.28,815.89,349.82,1966.97,2394.83,21191.76,979.73,3973.18,2062.9,13981.03,5111.85,327.58,379.7,3736.0,1780.38,599.34,1479.7,890.34,595.67,2663.82,1544.8,753.11,288.9,248.0,1958.36,3025.79,228.59,1128.29,1169.63,294.75,301.39,303.47,2186.99,4377.15,1618.52,1485.41,1445.07,2694.18,663.16,1458.29,1058.71,1354.41,11.66,142.22,242.25,211.05,1125.61,12515.55,3121.67,685.51,1259.9,5550.21,1562.23,1154.04,536.28,1967.62,52481.74,7586.53,2511.34,3003.78,13882.46,115.3,9435.02,534.47,1694.84,1021.3,548.32,783.8,6796.61,456.71,82.87,2394.87,932.58,2444.73,854.02,615.39,330.37,1682.97,2535.0,2515.41,626.25
2022-06-30,738.68,2124.27,952.61,1325.99,2155.29,1274.46,1071.62,1100.87,1292.67,568.13,589.93,555.28,786.92,1448.64,3037.26,631.1,2859.67,2797.99,1771.18,1251.15,1355.24,1679.67,2477.9,627.15,1362.65,2748.79,2290.09,5921.57,1267.27,13243.09,1609.98,348.75,408.82,1871.05,95.48,819.7,351.67,1966.41,2431.48,21673.75,980.78,3965.04,2092.34,14156.5,5186.39,331.91,392.43,3684.11,1814.41,602.41,1479.31,885.34,593.38,2717.75,1578.38,750.39,291.97,246.38,1979.97,3061.34,230.66,1131.05,1187.34,297.71,304.49,306.64,2214.18,4523.13,1655.61,1522.25,1473.07,2753.25,676.33,1491.64,1091.0,1389.58,11.67,143.98,242.67,215.79,1138.76,12773.78,3116.73,697.19,1281.75,5657.72,1602.81,1193.49,549.08,1997.9,53258.06,7779.97,2578.1,3078.58,14140.54,117.31,9686.03,548.13,1721.43,1025.24,553.17,797.09,6826.96,457.33,84.34,2455.51,952.51,2518.05,866.05,623.38,342.89,1733.2,2562.29,2567.72,644.77
2022-06-29,747.44,2207.64,968.6,1376.79,2237.57,1300.76,1088.49,1117.13,1314.63,577.95,599.72,555.65,797.27,1479.91,3153.15,638.79,2850.34,2891.14,1763.77,1278.9,1398.66,1731.62,2467.27,632.35,1362.34,2780.85,2338.03,6050.98,1296.16,13433.63,1641.31,354.01,414.6,1903.92,94.13,820.56,352.72,1941.24,2443.28,22317.25,995.98,4037.05,2175.44,14270.7,5366.35,338.11,413.87,3725.43,1814.12,613.27,1478.44,900.35,600.58,2817.33,1627.6,767.16,289.37,246.77,2047.66,3108.59,234.99,1150.02,1204.85,303.23,310.12,312.29,2248.61,4566.92,1696.98,1556.31,1510.57,2814.41,690.97,1528.01,1141.43,1438.09,11.92,147.84,248.86,222.09,1169.44,13082.34,3175.87,712.73,1311.93,5669.47,1633.96,1255.92,566.78,2023.4,53379.85,7783.4,2686.56,3155.42,14812.66,119.69,10060.75,568.91,1768.92,1045.7,563.08,807.54,6923.85,453.92,84.81,2513.69,984.67,2532.62,873.86,631.36,359.17,1840.5,2618.29,2543.66,671.06
2022-06-28,767.57,2252.37,989.69,1404.92,2300.65,1291.57,1090.41,1125.59,1313.77,582.8,607.12,559.03,806.83,1515.54,3219.27,663.16,2875.81,2922.35,1836.4,1265.92,1445.88,1773.18,2487.86,632.66,1405.03,2797.82,2388.81,6175.65,1322.23,13471.73,1657.55,361.44,422.26,1924.63,93.92,811.56,348.8,2012.59,2508.06,22845.49,974.44,4142.57,2214.68,14370.39,5456.74,338.4,408.71,3776.32,1825.76,614.27,1531.7,890.57,617.04,2862.11,1670.21,789.0,286.5,248.38,2101.78,3124.01,239.31,1156.02,1240.61,309.14,316.25,318.53,2246.57,4578.1,1709.11,1560.47,1532.02,2804.07,696.14,1563.2,1177.01,1452.21,11.94,148.5,250.27,224.24,1182.56,13012.65,3219.93,708.08,1304.18,5680.21,1642.69,1290.81,566.63,1972.47,53699.97,7847.17,2717.36,3151.24,15255.78,120.54,10084.25,578.61,1785.59,1053.88,563.82,820.24,7000.92,453.19,84.17,2533.13,998.62,2562.42,882.98,639.17,364.91,1899.89,2667.4,2586.0,689.54
2022-06-27,763.41,2237.55,993.8,1396.49,2321.08,1282.54,1089.79,1113.67,1302.77,578.96,607.25,549.09,810.9,1511.07,3153.5,660.33,2887.26,2935.76,1815.45,1256.91,1416.73,1782.96,2495.23,622.66,1393.16,2771.31,2369.41,6112.14,1320.45,13355.26,1664.57,360.04,423.29,1902.07,92.13,824.08,343.81,1983.49,2460.13,22680.71,949.46,4107.88,2198.06,14283.4,5351.95,335.83,406.29,3749.52,1815.82,603.55,1516.76,889.17,613.6,2843.19,1633.96,787.75,281.45,243.33,2116.47,3100.89,237.22,1141.71,1225.27,306.36,313.38,315.63,2226.93,4643.74,1697.84,1557.48,1537.8,2785.53,695.48,1578.26,1169.32,1460.87,11.83,149.29,247.34,223.99,1172.28,12913.23,3218.49,709.57,1294.0,5646.84,1630.04,1325.01,556.81,1926.35,53741.74,7929.81,2704.29,3157.33,15218.89,119.64,10241.9,579.07,1775.11,1054.19,572.86,811.95,6822.98,454.48,82.48,2538.51,997.22,2585.15,880.01,642.13,367.57,1885.64,2684.5,2637.3,689.93
2022-06-24,766.61,2187.75,947.64,1365.25,2330.44,1260.06,1072.18,1090.03,1294.09,556.31,602.78,532.8,807.49,1486.68,3120.94,666.75,2869.88,2859.36,1736.0,1231.93,1402.33,1786.82,2486.6,604.36,1346.22,2716.17,2338.85,6006.38,1309.64,13265.0,1660.36,358.53,424.99,1847.31,89.9,810.93,337.5,1896.77,2393.74,22351.95,907.29,4056.38,2153.05,14336.13,5262.97,326.9,397.56,3684.34,1808.75,590.0,1462.01,873.06,616.37,2779.15,1619.4,775.84,269.98,236.27,2131.23,3016.84,233.56,1118.95,1202.95,302.14,309.2,311.5,2157.43,4571.06,1650.03,1505.15,1495.62,2685.09,677.53,1548.13,1141.92,1424.25,11.47,145.67,239.28,217.19,1151.66,12735.8,3155.47,684.23,1247.24,5481.89,1611.68,1244.8,539.69,1856.52,51150.42,7825.79,2638.08,3050.32,14732.99,116.62,9954.64,564.89,1733.85,1028.57,555.01,793.5,6604.74,444.06,79.69,2464.66,973.21,2528.24,863.67,633.53,355.57,1845.99,2637.05,2626.79,676.66
2022-06-23,751.29,2123.28,934.16,1324.14,2215.34,1243.28,1045.4,1074.86,1283.16,545.56,586.06,514.1,790.26,1451.24,3067.11,651.63,2723.45,2762.87,1713.63,1216.78,1378.54,1707.28,2359.45,591.59,1328.15,2630.43,2292.8,5892.11,1255.88,13207.91,1606.45,350.88,418.25,1823.03,85.68,777.92,328.95,1875.05,2237.74,21932.81,890.8,3972.77,2090.36,13857.72,5197.01,313.58,382.48,3624.69,1732.75,580.02,1443.66,858.9,604.41,2716.64,1598.88,756.47,266.08,228.59,2045.86,2905.02,228.24,1084.03,1171.79,295.59,302.58,304.89,2075.65,4344.1,1572.62,1437.13,1418.57,2583.5,645.69,1461.71,1073.88,1361.28,11.25,139.0,231.49,205.48,1078.9,12262.5,3085.08,662.14,1215.52,5235.75,1555.63,1179.62,521.81,1791.82,48829.42,7403.13,2505.16,2873.3,14013.95,111.69,9858.87,536.87,1635.91,1002.65,521.76,759.89,6512.84,415.97,76.26,2355.49,923.72,2425.06,825.6,597.8,340.35,1735.47,2476.93,2452.58,641.51
2022-06-22,764.08,2164.83,938.14,1350.69,2225.65,1241.61,1063.35,1107.44,1310.69,559.24,593.66,536.8,794.44,1502.9,3151.21,662.43,2738.17,2803.19,1723.16,1213.19,1412.34,1707.05,2363.97,606.73,1334.97,2702.11,2311.24,5958.28,1259.82,13495.78,1630.89,357.53,410.98,1891.13,88.94,794.82,334.71,1900.48,2264.11,22093.26,891.31,4113.77,2189.13,13909.85,5298.01,328.81,393.6,3660.68,1734.8,592.88,1451.86,858.29,614.44,2751.15,1633.25,779.29,270.98,238.62,2022.97,3021.51,230.65,1112.15,1170.98,298.31,305.26,307.52,2171.96,4491.43,1663.44,1516.54,1477.6,2726.24,671.08,1523.95,1145.49,1394.78,11.65,145.97,244.4,216.03,1167.45,12773.1,3186.04,699.07,1263.12,5485.83,1616.35,1276.58,547.88,1860.72,50773.32,7644.62,2648.71,3053.13,14667.73,117.43,10216.58,560.1,1744.69,1042.11,548.24,795.34,6668.15,424.79,79.81,2470.98,970.5,2487.4,867.4,642.6,360.69,1802.08,2624.55,2476.74,665.38
2022-06-21,789.18,2254.41,962.49,1409.27,2318.9,1276.01,1104.34,1145.26,1330.31,574.46,614.5,562.0,807.81,1556.94,3289.41,690.29,2773.68,2974.38,1754.29,1247.16,1467.16,1765.29,2386.55,626.66,1364.35,2802.76,2371.41,6118.56,1303.44,13628.98,1687.06,368.75,413.43,1955.92,93.59,803.86,344.05,1935.33,2367.53,22680.09,925.9,4254.71,2286.69,13987.11,5531.02,339.78,410.1,3717.54,1748.24,612.87,1481.74,879.29,634.44,2860.19,1701.65,806.18,278.71,249.67,2078.35,3140.58,237.86,1159.47,1196.92,306.73,313.64,315.8,2261.45,4660.19,1727.46,1583.86,1545.11,2835.75,704.97,1580.43,1192.78,1482.48,12.12,155.49,253.69,228.58,1238.51,13233.78,3327.99,727.81,1298.9,5769.13,1667.47,1312.07,570.89,1951.36,53798.87,7863.49,2773.68,3219.48,15422.89,120.72,10128.75,590.54,1844.49,1087.49,584.17,833.0,6842.27,433.97,84.16,2557.01,1023.71,2562.18,896.99,644.34,371.48,1901.32,2801.65,2533.52,701.4
2022-06-20,787.06,2243.08,970.04,1401.84,2261.63,1267.25,1089.57,1118.21,1320.35,560.33,604.04,562.59,804.5,1549.1,3299.26,689.68,2728.57,2958.11,1725.05,1238.74,1470.38,1734.15,2349.08,616.42,1344.01,2761.82,2357.38,6085.79,1282.94,13538.67,1660.55,365.81,414.98,1909.55,93.39,798.63,338.27,1893.79,2321.1,22636.34,910.32,4245.88,2289.51,13849.25,5532.27,336.83,400.36,3704.44,1717.45,604.19,1458.47,873.6,633.12,2834.67,1702.38,801.63,268.83,250.57,2047.75,3095.9,235.56,1145.9,1185.16,304.52,311.59,313.88,2230.34,4578.21,1712.7,1569.14,1528.16,2810.09,697.6,1559.51,1197.38,1476.97,11.95,153.86,252.89,224.88,1183.18,13018.9,3325.49,724.35,1267.27,5714.16,1618.45,1308.37,564.79,1918.43,53585.25,7724.02,2767.49,3190.06,15509.64,119.48,10101.71,589.46,1789.16,1085.42,577.5,824.49,6826.88,431.42,83.08,2527.64,1012.33,2538.29,885.09,626.92,362.69,1918.41,2719.69,2489.92,702.52
2022-06-17,797.79,2283.39,991.14,1429.06,2309.07,1278.28,1117.7,1150.37,1327.04,573.38,622.77,581.21,814.42,1621.4,3362.27,700.03,2779.92,3063.69,1748.43,1248.05,1504.23,1764.63,2384.53,632.85,1363.32,2833.97,2401.7,6205.53,1311.9,13570.37,1708.02,373.34,414.3,1983.42,96.93,836.46,346.19,1910.7,2382.13,23107.95,941.07,4426.38,2349.24,14081.64,5627.51,352.55,410.44,3725.78,1746.04,621.46,1476.8,885.66,641.31,2886.44,1734.43,839.49,274.55,258.25,2071.46,3211.44,239.71,1176.35,1198.5,309.96,317.17,319.51,2322.24,4729.14,1781.81,1656.74,1579.7,2949.58,725.71,1599.99,1232.38,1540.5,12.39,159.93,264.54,235.61,1262.65,13522.11,3418.25,779.68,1345.59,5943.03,1672.31,1335.52,587.35,1988.52,56336.95,7957.17,2879.69,3384.79,16179.81,122.38,10329.8,611.42,1891.05,1130.81,593.32,851.14,7076.13,447.02,86.81,2612.44,1056.68,2629.51,916.34,656.08,371.91,1981.37,2831.96,2537.86,723.58
2022-06-16,807.73,2299.44,993.03,1440.95,2308.39,1269.65,1124.7,1154.7,1331.42,570.87,627.43,583.41,801.87,1636.73,3340.53,711.31,2741.5,3116.34,1775.13,1238.56,1516.06,1759.13,2345.46,633.02,1378.92,2853.46,2411.0,6233.29,1310.54,13595.24,1723.55,376.02,406.02,2003.74,96.92,841.41,350.01,1916.33,2315.58,23385.06,946.4,4477.91,2362.45,13803.37,5604.71,355.51,400.1,3720.43,1719.96,624.94,1492.71,880.57,649.29,2904.97,1726.3,848.95,270.14,259.38,2055.35,3226.05,240.26,1187.65,1200.44,311.64,319.14,321.66,2332.84,4655.83,1786.31,1677.71,1590.75,2959.46,729.88,1605.59,1231.31,1567.57,12.43,161.69,267.61,237.19,1265.2,13552.35,3491.13,795.1,1369.06,5957.18,1671.77,1338.77,587.99,1987.64,57245.04,7980.86,2884.17,3412.27,16260.25,123.32,10414.86,617.29,1899.35,1154.4,602.48,857.59,7273.12,443.52,86.81,2619.65,1065.5,2627.96,929.73,664.33,374.88,1989.65,2864.39,2506.74,732.44
2022-06-15,811.45,2276.88,986.73,1427.92,2330.35,1285.13,1127.23,1165.08,1329.61,566.39,626.58,590.97,810.5,1622.61,3332.85,715.13,2746.44,3124.7,1788.64,1256.43,1487.9,1779.69,2345.38,633.29,1386.47,2859.72,2405.85,6204.6,1322.98,13578.28,1723.16,376.48,413.88,2012.86,98.27,825.27,350.5,1921.24,2356.15,23217.17,953.07,4416.22,2362.86,13731.58,5596.57,358.6,394.11,3715.56,1724.2,623.73,1502.37,886.92,652.17,2875.47,1719.01,843.11,269.81,262.94,2086.58,3217.27,240.54,1190.52,1194.54,311.72,319.15,321.63,2324.87,4632.69,1783.52,1677.08,1581.83,2956.61,731.22,1591.99,1218.74,1562.67,12.46,162.46,269.81,236.8,1261.27,13543.21,3466.2,794.02,1373.32,6010.08,1667.66,1319.04,586.75,1975.16,57403.92,8003.22,2841.77,3415.81,15901.83,122.55,10280.21,614.31,1895.99,1148.14,601.0,859.6,7264.23,443.47,86.4,2607.48,1061.41,2626.29,944.06,670.41,369.73,1938.89,2841.5,2501.01,725.28
2022-06-14,819.05,2312.99,970.63,1451.49,2447.32,1292.51,1149.38,1180.74,1319.87,586.66,644.15,598.86,824.02,1667.93,3412.73,722.67,2804.62,3200.06,1794.47,1264.26,1516.14,1859.93,2391.97,650.59,1394.25,2924.35,2447.39,6312.53,1375.92,13444.89,1768.32,380.71,423.02,2052.25,99.81,826.68,356.18,1938.75,2411.17,23661.91,984.93,4507.76,2400.96,13893.23,5715.95,378.52,396.83,3686.37,1765.33,638.86,1507.12,890.93,657.66,2917.54,1761.05,862.81,280.16,265.62,2184.98,3302.6,244.93,1221.51,1210.03,317.51,325.1,327.64,2395.61,4778.04,1846.0,1730.77,1626.91,3058.87,753.5,1637.73,1254.75,1609.03,12.72,169.14,274.44,245.99,1312.21,13914.14,3516.35,812.12,1375.52,6264.96,1702.15,1375.32,600.35,2057.51,58791.19,8209.68,2935.74,3573.92,16454.36,124.78,10522.18,633.14,1967.58,1167.6,623.57,877.98,7160.72,449.99,89.42,2686.78,1095.8,2705.62,975.46,681.1,384.01,1990.69,2937.8,2555.15,744.85
2022-06-13,815.11,2323.23,970.87,1456.77,2477.29,1299.73,1154.64,1172.41,1330.0,583.67,648.41,605.04,827.28,1696.61,3441.7,715.84,2826.6,3214.16,1830.7,1271.82,1526.3,1876.15,2410.69,651.76,1412.4,2951.35,2455.26,6347.48,1386.26,13544.87,1775.94,380.89,423.77,2040.34,100.23,829.2,357.77,1973.26,2466.99,23655.68,999.73,4587.25,2417.89,14019.38,5763.61,387.27,399.75,3715.92,1790.05,636.18,1530.37,894.04,655.09,2937.45,1774.76,876.35,283.21,267.8,2197.82,3340.24,246.32,1233.65,1220.88,319.16,326.75,329.28,2432.42,4801.09,1861.04,1737.43,1637.63,3102.61,760.8,1637.43,1240.94,1615.32,12.87,171.63,277.33,250.01,1350.13,14207.42,3584.6,829.42,1373.0,6373.85,1707.36,1349.19,594.26,2061.22,59700.68,8309.42,2953.58,3620.32,16641.01,126.58,10994.84,632.96,2012.04,1190.92,639.32,879.88,7115.09,449.05,90.1,2697.0,1104.63,2735.34,981.3,691.5,376.44,1976.25,3019.13,2554.93,742.98
2022-06-10,846.27,2407.63,1016.56,1510.88,2619.38,1330.53,1208.29,1218.27,1356.64,604.51,673.97,633.14,850.15,1770.5,3565.76,748.67,2943.87,3377.6,1919.24,1300.61,1587.28,1970.31,2500.72,675.24,1478.65,3075.38,2542.05,6562.1,1458.68,13799.86,1845.97,395.78,430.08,2122.67,105.71,854.65,370.44,2058.28,2648.44,24370.6,1050.45,4777.83,2511.66,14488.41,5963.1,400.39,417.6,3799.96,1857.8,656.19,1600.87,915.35,680.09,3046.76,1838.06,917.86,296.45,280.11,2304.78,3469.62,256.16,1289.11,1266.23,331.12,338.8,341.28,2531.08,5130.29,1941.72,1859.37,1712.31,3270.01,803.34,1705.63,1284.57,1705.75,13.39,182.35,288.58,264.69,1440.01,14966.05,3741.98,835.26,1424.86,6532.31,1783.22,1386.74,618.4,2165.87,63117.79,8818.45,3117.47,3831.06,17453.4,133.83,11003.34,663.79,2135.61,1230.05,674.73,928.24,7312.61,462.71,95.07,2816.06,1162.39,2939.92,1027.95,726.17,385.24,2067.19,3187.44,2689.0,777.58
2022-06-09,861.32,2438.93,1019.21,1529.79,2645.78,1349.68,1224.41,1234.8,1366.3,604.92,677.01,629.53,859.16,1804.58,3578.27,764.88,3007.67,3436.36,1925.57,1320.28,1605.92,1991.26,2558.68,678.58,1488.29,3096.77,2573.47,6635.89,1474.94,13953.98,1856.5,401.48,433.52,2149.74,105.14,863.8,373.61,2055.07,2769.87,24730.5,1068.15,4868.62,2532.32,14678.38,5989.62,401.26,418.16,3820.97,1895.91,659.84,1606.41,928.94,692.47,3084.26,1844.94,938.69,298.5,278.0,2331.8,3494.61,258.91,1297.02,1278.0,335.39,343.35,346.0,2549.6,5191.08,1958.06,1872.67,1726.73,3293.28,807.32,1728.47,1296.9,1727.68,13.46,184.49,291.2,265.1,1438.69,15107.13,3748.1,832.29,1463.3,6651.0,1799.53,1381.04,620.3,2183.71,63212.24,8894.37,3129.2,3845.11,17655.63,134.08,11064.67,671.34,2137.95,1230.19,684.98,932.99,7363.87,469.15,96.02,2832.62,1171.07,2996.51,1048.83,741.04,380.08,2093.2,3210.67,2759.94,790.93
2022-06-08,858.56,2434.6,1008.11,1527.3,2639.46,1357.02,1222.06,1243.77,1362.1,600.98,675.84,627.76,857.52,1807.08,3540.41,762.66,2988.61,3446.62,1908.57,1327.4,1594.9,1990.07,2543.28,676.89,1479.71,3099.78,2572.64,6632.59,1477.47,13889.49,1860.52,400.77,433.93,2178.04,106.3,872.16,375.03,2037.64,2803.35,24762.99,1059.57,4875.5,2513.49,14769.2,5947.51,401.37,429.02,3869.22,1897.55,662.62,1595.67,935.05,689.69,3076.75,1824.97,937.34,296.06,277.43,2330.37,3522.95,258.33,1293.88,1277.3,334.9,342.92,345.59,2569.37,5149.22,1953.3,1860.38,1725.54,3301.8,808.56,1711.4,1298.56,1731.36,13.44,184.31,298.66,265.86,1441.5,15301.72,3769.51,834.16,1496.17,6558.89,1810.77,1360.49,621.93,2207.16,63847.26,8857.84,3135.07,3902.62,17555.92,136.1,11262.55,672.27,2146.93,1235.98,683.13,936.41,7370.52,463.34,97.28,2829.91,1173.95,2919.17,1034.61,757.02,374.57,2069.14,3188.6,2716.73,789.75
2022-06-07,858.12,2426.65,982.95,1524.78,2609.38,1365.78,1226.12,1258.73,1354.9,602.97,677.74,624.38,855.29,1821.08,3518.55,762.85,2966.61,3439.78,1925.87,1336.25,1590.65,1974.42,2522.63,676.19,1488.91,3100.49,2572.51,6629.69,1474.97,13813.38,1865.92,403.82,432.86,2204.93,105.52,846.59,370.91,2040.41,2778.2,24782.57,1072.13,4906.47,2511.47,14656.15,5905.81,401.93,429.28,3887.31,1887.02,666.41,1604.37,933.76,689.32,3063.45,1811.14,943.72,295.07,275.34,2315.38,3529.5,257.44,1294.64,1267.31,334.2,342.31,345.04,2573.37,5156.5,1962.01,1846.8,1720.55,3295.71,809.53,1707.41,1297.54,1735.98,13.38,184.87,296.83,267.27,1433.19,15411.81,3764.33,842.61,1489.37,6675.17,1809.33,1355.12,625.87,2220.58,64145.37,8815.41,3153.79,3955.78,17603.99,136.8,11370.1,673.13,2144.94,1238.41,672.88,935.83,7329.38,457.52,96.97,2835.96,1174.62,2886.01,1041.72,759.79,378.06,2082.58,3114.1,2696.23,792.42
2022-06-03,869.78,2501.94,972.33,1570.8,2661.1,1388.16,1254.1,1275.54,1372.41,607.6,693.72,637.74,868.47,1825.37,3550.85,771.06,3048.25,3530.77,1939.4,1358.21,1626.91,2014.57,2594.13,681.47,1509.88,3139.2,2618.97,6748.87,1506.46,14006.51,1905.97,408.52,436.5,2234.62,106.95,850.69,376.22,2041.87,2917.95,25322.69,1081.01,4934.29,2579.95,15073.8,6000.91,407.65,446.08,3924.54,1934.02,670.44,1617.83,947.91,698.76,3151.77,1827.77,945.58,295.12,281.18,2358.99,3579.13,262.01,1313.59,1306.33,340.27,348.57,351.38,2597.59,5303.83,2002.47,1866.39,1758.31,3328.01,826.28,1756.34,1331.4,1785.67,13.62,188.8,301.89,273.88,1457.75,15658.6,3832.56,860.03,1504.34,6891.01,1843.34,1387.94,634.45,2237.47,65437.5,9047.43,3210.62,4008.77,18081.5,137.16,11444.25,691.08,2187.83,1261.78,688.12,947.69,7280.34,464.37,98.51,2893.34,1202.96,2919.14,1063.61,773.03,385.23,2162.41,3170.3,2783.32,816.05
2022-06-02,868.14,2503.64,973.48,1573.35,2649.6,1379.13,1247.34,1252.87,1369.52,604.34,694.39,637.26,866.33,1830.31,3477.14,768.15,3029.23,3535.58,1951.16,1349.2,1609.75,2004.56,2576.06,676.89,1513.97,3110.76,2609.02,6725.84,1500.4,14011.54,1913.45,406.39,434.37,2200.87,106.39,846.02,371.74,2041.87,2895.43,25329.53,1074.79,4935.4,2587.91,14954.94,5882.96,406.01,446.97,3944.28,1920.2,666.3,1619.7,940.4,697.45,3146.79,1790.63,946.94,292.37,281.15,2347.45,3569.78,260.6,1300.81,1300.0,338.72,347.04,349.88,2593.22,5281.06,2010.97,1854.89,1758.29,3311.32,824.57,1763.75,1345.88,1787.21,13.58,188.61,301.14,273.05,1450.53,15513.37,3826.1,865.59,1472.71,6987.94,1837.78,1399.48,631.58,2219.63,65182.61,9053.33,3221.57,3985.24,18192.18,135.46,11682.79,693.98,2178.43,1262.67,683.1,947.05,7191.93,460.11,98.24,2899.25,1204.44,2889.54,1066.41,776.9,384.77,2168.31,3153.92,2781.32,822.44
2022-05-31,887.53,2529.37,976.44,1589.19,2683.8,1386.02,1260.72,1276.11,1383.98,608.86,702.66,643.57,875.5,1835.17,3517.29,788.03,3060.32,3554.93,1960.0,1356.57,1625.75,2028.68,2608.76,685.09,1527.5,3131.48,2638.4,6783.78,1514.97,14164.78,1942.52,412.17,439.74,2253.7,108.47,855.6,375.45,2054.97,2931.29,25581.04,1087.93,4954.53,2553.54,15089.3,5948.14,409.42,444.99,3943.06,1947.29,674.95,1633.17,947.32,713.66,3180.33,1808.89,948.59,295.48,284.47,2375.23,3580.54,263.7,1309.67,1313.79,342.65,351.05,353.9,2595.77,5270.7,2010.14,1850.08,1769.27,3290.86,826.01,1780.25,1346.47,1792.17,13.47,188.08,301.67,273.97,1477.39,15546.93,3925.81,865.55,1469.64,6952.28,1859.62,1402.98,623.42,2219.06,65563.39,9104.01,3223.8,4005.81,18251.55,134.79,11559.22,694.72,2202.14,1285.85,690.25,947.53,7221.07,463.18,98.29,2900.57,1210.47,2879.31,1076.5,781.6,385.82,2191.38,3213.3,2811.99,827.18
2022-05-30,887.74,2524.47,968.43,1585.96,2658.82,1377.92,1250.33,1268.21,1388.75,596.21,701.47,640.66,872.75,1829.51,3438.51,789.04,3034.25,3543.27,1911.23,1348.27,1606.58,2009.37,2586.92,677.38,1499.38,3117.04,2621.53,6734.67,1500.89,14224.19,1939.36,412.39,438.64,2237.25,107.72,851.35,375.23,2012.08,2853.43,25559.56,1070.33,4970.78,2574.18,14974.62,5807.07,407.33,438.77,3949.62,1937.66,669.14,1599.04,941.72,713.67,3185.27,1765.05,948.49,289.14,283.22,2351.23,3562.74,261.1,1302.7,1295.67,340.28,348.87,351.86,2585.01,5224.02,1990.73,1831.02,1758.11,3268.65,821.56,1762.47,1326.62,1788.49,13.4,186.9,294.88,273.91,1473.33,15473.76,3804.62,859.52,1462.68,6824.92,1844.49,1373.78,618.94,2193.37,64948.78,9048.72,3199.65,4034.44,18056.52,135.47,11590.7,689.71,2195.51,1255.06,689.95,944.28,7331.53,459.48,97.63,2873.52,1202.61,2849.85,1056.59,772.92,380.22,2186.69,3212.38,2793.9,820.76
